categoryID,madeForKids,Label,rate,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52,tag_53,tag_54,tag_55,tag_56,tag_57,tag_58,tag_59,tag_60,tag_61,tag_62,tag_63,tag_64,tag_65,tag_66,tag_67,tag_68,tag_69,tag_70,tag_71,tag_72,tag_73,tag_74,tag_75,tag_76,tag_77
-2.3084695532744486,-0.5610630946218749,0,0.38442463970521573,quà tặng cuộc sống,quà tặng cuộc sống mới nhất,quà tặng cuộc sống tổng hợp,phim quà tặng cuộc sống,qtcs,qtcs 2020,hoat hinh,phim hoạt hình,hoạt hình hay,sự tích,truyện cổ tích,chuyện cổ tích,kkkd,phim ngắn,tổng hợp phim,bài học cuộc sống,câu chuyện ý nghĩa,giây phút diệu kỳ,câu chuyện cuộc sống,khoảnh khắc kỳ diệu,đánh cờ với vẹt,đánh cờ,vẹt,phim hoạt hình đánh cờ với vẹt,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
-2.3084695532744486,1.7823307388876537,0,0.1475604111337546,quà tặng cuộc sống,quà tặng cuộc sống mới nhất,quà tặng cuộc sống tổng hợp,phim quà tặng cuộc sống,qtcs,qtcs 2020,hoat hinh,phim hoạt hình,hoạt hình hay,sự tích,truyện cổ tích,chuyện cổ tích,kkkd,phim ngắn,tổng hợp phim,bài học cuộc sống,câu chuyện ý nghĩa,giây phút diệu kỳ,câu chuyện cuộc sống,khoảnh khắc kỳ diệu,người phản bội,người,phản,bội,phản bội,tổng hợp phim hoạt hình,phim hoạt hình người phản bội,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
-1.2164239340541525,-0.5610630946218749,1,0.9308296006516461,Maroon 5 (Musical Group),Tour,Magic,Rozzi Crane,Overexposed (Musical Album),Adam Levine (Celebrity),Music (TV Genre),notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
-2.3084695532744486,-0.5610630946218749,0,0.20233162784714717,quà tặng cuộc sống,quà tặng cuộc sống mới nhất,quà tặng cuộc sống tổng hợp,phim quà tặng cuộc sống,qtcs,qtcs 2020,hoat hinh,phim hoạt hình,hoạt hình hay,sự tích,truyện cổ tích,chuyện cổ tích,kkkd,phim ngắn,tổng hợp phim,bài học cuộc sống,câu chuyện ý nghĩa,giây phút diệu kỳ,câu chuyện cuộc sống,khoảnh khắc kỳ diệu,thương cha như hạt muối,thương cha,hạt muối,phim hoạt hình thương cha như hạt muối,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
-2.3084695532744486,-0.5610630946218749,0,0.2830528995438904,quà tặng cuộc sống,quà tặng cuộc sống mới nhất,quà tặng cuộc sống tổng hợp,phim quà tặng cuộc sống,qtcs,qtcs 2020,hoat hinh,phim hoạt hình,hoạt hình hay,sự tích,truyện cổ tích,chuyện cổ tích,kkkd,phim ngắn,tổng hợp phim,bài học cuộc sống,câu chuyện ý nghĩa,giây phút diệu kỳ,câu chuyện cuộc sống,khoảnh khắc kỳ diệu,thử lòng thông gia,thử lòng,thông gia,thử,lòng,thông,gia,phim hoạt hình thử lòng thông gia,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
-2.3084695532744486,1.7823307388876537,0,-0.1443171573968102,quà tặng cuộc sống,quà tặng cuộc sống mới nhất,quà tặng cuộc sống tổng hợp,phim quà tặng cuộc sống,qtcs,qtcs 2020,hoat hinh,phim hoạt hình,hoạt hình hay,sự tích,truyện cổ tích,chuyện cổ tích,kkkd,phim ngắn,tổng hợp phim,bài học cuộc sống,câu chuyện ý nghĩa,giây phút diệu kỳ,câu chuyện cuộc sống,khoảnh khắc kỳ diệu,chị dâu em chồng,chị dâu,em chồng,chị dâu khó tính,phim hoạt hình chị dâu em chồng,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
0.846328902250851,1.7823307388876537,0,-1.0040469549554543,vtv7kids,giaoduc,treem,thieunhi,tieuhoc,mamnon,Tieng anh tre em,Hoc danh van,Hoc tieng anh tre em,Hoc chu cai tre em,Hoc chu cai tieng viet,Cach day bang chu cai,English for kids,Kids lesson,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
-0.003039912698268095,-0.5610630946218749,2,0.8181101755452957,Garena,garena liên quân,liên quân mobile,liên quân,lien minh mobile,liên minh huyền thoại mobile,arena of valor,AOV,AOV VN,812 liên quân,8/12 liên quân,quà sinh nhật liên quân,quà liên quân,sinh nhật liên quân,sinh nhat lien quan,sinh nhật 3 tuổi liên quân,quà free liên quân,skin free liên quân,tướng free liên quân,trương hoàng mai anh,truong hoang mai anh,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
-2.3084695532744486,1.7823307388876537,0,0.09333194079956846,quà tặng cuộc sống,quà tặng cuộc sống mới nhất,quà tặng cuộc sống tổng hợp,phim quà tặng cuộc sống,qtcs,qtcs 2020,hoat hinh,phim hoạt hình,hoạt hình hay,sự tích,truyện cổ tích,chuyện cổ tích,kkkd,phim ngắn,tổng hợp phim,bài học cuộc sống,câu chuyện ý nghĩa,giây phút diệu kỳ,câu chuyện cuộc sống,khoảnh khắc kỳ diệu,ăn thịt cò mẹ,ăn thịt,cò mẹ,thịt cò,mẹ,phim hoạt hình ăn thịt cò mẹ,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
0.846328902250851,1.7823307388876537,0,-1.424811676266912,tre em,tre con,giao tiếp,ứng xử,cư xử,mầm non,tiểu học,vtv7,cừu xanh,cừu hồng,thói quen,kỹ năng,cảm xúc,thấu hiểu,giúp đỡ,biểu cảm,câu chuyện,kids,MC trần ngọc,trần ngọc,trần hồng ngọc,hồng ngọc,thông minh,ứng xử thông minh,dạy con,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags,notags
